Nome,Settore,Città,Email,Telefono,Sito,Rating,Reviews
"Un'Altra Pasta","ristoranti","Milano","","+39 02 5832 1359","https://www.unaltrapasta.it/%23prenota-online","4.6","2139"
"Bice Milano","ristoranti","Milano","","+39 02 7600 2572","http://www.bicemilano.it","4.4","999"
"Grand'Italia","ristoranti","Milano","","+39 02 877759","","4.1","1208"
"Osteria Conchetta","ristoranti","Milano","info@osteriaconchetta.it","+39 02 837 2917","http://www.osteriaconchetta.it","4.5","2690"
"10_11 (Ten Eleven) - Portrait Milano","ristoranti","Milano","","+39 02 3679 95850","https://www.lungarnocollection.com/portrait-milano-hotel/dining","4.5","691"
"Zibo - Campo Base","ristoranti","Milano","","+39 02 3599 9463","http://zibocuochiitineranti.it","4.6","734"
"Persianissimo","ristoranti","Milano","","+39 327 221 1993","http://persianissimo.it","4.7","793"
"Ristorante Berton","ristoranti","Milano","info@ristoranteberton.com","+39 02 6707 5801","http://www.ristoranteberton.com","4.6","691"
"Il Ristorante - Niko Romito","ristoranti","Milano","","+39 02 8058 05230","http://www.bulgarihotels.com/en_US/milan/bar-and-restaurant/il-ristorante","4.3","237"
"D.O.T. Chianti Street Food.","ristoranti","Milano","dot.chianti@gmail.com","+39 02 2305 0034","https://dotchianti.it","4.6","382"
"La Mongolfiera","ristoranti","Milano","info@ristorantelamongolfiera.it","+39 02 745242","http://www.ristorantelamongolfiera.it","4.6","716"
"Mama Eat - Milano Procaccini","ristoranti","Milano","","+39 02 2416 8335","http://www.mamaeat.com","4.2","3088"
"La Locanda Dell'Amore","ristoranti","Milano","","+39 02 2940 5454","https://m.facebook.com/pages/La-Locanda-Dell-Amore/306111069568214","4.2","712"
"La Posteria di Nonna Papera","ristoranti","Milano","laposteriamilano@gmail.com","+39 02 3310 5757","http://www.laposteriadinonnapapera.com","4.4","605"
"miscusi | pasta fresca - Milano Cadorna","ristoranti","Milano","","","https://www.miscusi.com/%3Futm_source%3Dgoogle%26utm_medium%3Dgooglemaps%26utm_campaign%3Dlinkgmb%26utm_content%3DI002","4.3","5358"
"STK Milan","ristoranti","Milano","","+39 02 8422 0110","https://stksteakhouse.com/venues/milan","4.4","812"
"Nobu Milano","ristoranti","Milano","","+39 02 6231 2645","https://locations.armani.com/restaurants-cafes-and-clubs/italy/nobu-milano","4.4","1371"
"Bellavista Milano","ristoranti","Milano","","+39 02 804392","","4.3","1148"
"Beefbar","ristoranti","Milano","beefbarmilano@beefbar.com","+39 02 5003 7500","https://beefbar.com/milano","4.4","956"
"Dongiò","ristoranti","Milano","ristorantedongio@gmail.com","+39 349 276 1011","http://www.dongio.it","4.4","1529"
"Panigacci Milano Bistrot","ristoranti","Milano","info@panigaccimilanobistrot.it","+39 339 419 4333","http://www.panigaccimilanobistrot.it","4.6","908"
"Ristorante Rovello","ristoranti","Milano","rovello18@gmail.com","+39 02 7209 3709","https://www.ristorante-rovello.it","4.3","1172"
"Come 'Na Vorta Pasta e Vino - Navigli","ristoranti","Milano","info@pastaevinoroma.it","+39 02 4070 3352","https://pastaevinoroma.it","4.4","662"
"Bauscia","ristoranti","Milano","","+39 02 8909 2660","http://www.bausciamilano.com","4.4","1621"
"Chiosco al Politico","ristoranti","Milano","","+39 327 766 5481","","4.6","1063"
"Ristorante Da Gino Il Bonaparte","ristoranti","Milano","","+39 02 4538 1760","http://daginoilbonaparte.com","4.5","620"
"Ristorante Pizzeria San Mina - Milano","ristoranti","Milano","","+39 02 669 1452","https://sanminamilano.com","4.7","2544"
"Fishbar de Milan | Ristorante di pesce Milano","ristoranti","Milano","amministrazione@fishbar.it","+39 02 6208 7748","https://www.fishbar.it","4.3","560"
"Bottega Sicula Milano","ristoranti","Milano","","+39 02 3653 4241","https://bottegasiculamilano.it","4.5","1400"
"Ciciarà","ristoranti","Milano","","+39 02 8417 8681","http://www.ciciara.it","4.4","575"
"Barzac • Tradizione Piacentina","ristoranti","Milano","barzacgourmet@gmail.com","+39 02 669 4790","https://www.barzacmilano.it","4.5","904"
"Ristorante Bianca","ristoranti","Milano","","+39 02 4540 9037","http://www.ristorantebianca.com","4.3","508"
"Trattoria Lobster & More","ristoranti","Milano","","+39 02 654060","","4.3","635"
"Ristorante Pizzeria Dogana","ristoranti","Milano","","+39 02 805 6766","http://www.ristorantedogana.it","4","3415"
"Osteria del Gambero Rosso","ristoranti","Milano","info@algambero.com","+39 02 657 1208","http://www.algambero.com","4.3","1429"
"Frades Porto Cervo - Milano","ristoranti","Milano","info@frades.eu","+39 391 386 3232","http://www.frades.eu","4.6","249"
"Taverna del Borgo Antico","ristoranti","Milano","info@tavernadelborgoantico.it","+39 02 8646 1186","http://www.tavernadelborgoantico.it","3.9","3043"
"Testone - Milano","ristoranti","Milano","","+39 02 9155 8371","https://magnatestone.com","4.6","2099"
"Savô Pizzeria Gourmet","ristoranti","Milano","milano@pizzeriasavo.it","+39 02 8089 6169","http://www.pizzeriasavo.it","4.8","926"
"Taberna San Tomaso","ristoranti","Milano","","+39 02 874510","","4.3","928"
"Ristorante Cracco","ristoranti","Milano","info@ristorantecracco.it","+39 02 876774","http://www.ristorantecracco.it","3.8","4486"
"Hosteria della Musica - Brera","ristoranti","Milano","","+39 02 3966 1149","https://hosteriadellamusica.com","4","2852"
"Cantina Piemontese","ristoranti","Milano","cantinapiemontese@gmail.com","+39 02 784618","https://www.cantina-piemontese.it","4.4","1226"
"La Colonna Trattoria milanese dal 1922","ristoranti","Milano","lacolonna10@libero.it","+39 02 8363 8830","http://www.trattorialacolonna.com","4.1","703"
"Ristorante replay","ristoranti","Milano","info@ristorantereplay.it","+39 02 8646 3125","http://www.ristorantereplay.it","4","1490"
"Rosso Brera","ristoranti","Milano","info@rossobrera.com","+39 02 8353 8580","http://www.rossobrera.com","4","1070"
"Calù Milano","ristoranti","Milano","calubistrot@gmail.com","+39 02 8723 4833","https://www.calubistrot.com","4.4","131"
"Ristorante La Libera","ristoranti","Milano","info@ristorantelalibera.com","+39 02 805 3603","https://lalibera.it","4.3","847"
"Pizzium","ristoranti","Milano","","+39 02 8295 5667","https://pizzium.com/locali/milano-via-giulio-cesare-procaccini-30","4.4","4297"
"I panini della Bottega di Via Laghetto","ristoranti","Milano","","+39 02 8287 2329","https://i-panini-della-bottega-di-via-laghetto.eatbu.com/%3Flang%3Dit","4.7","301"
"Horto Restaurant Milano","ristoranti","Milano","ciao@hortorestaurant.com","+39 02 3651 7496","https://hortorestaurant.com","4.4","217"
"De Santis / Milano Magenta","ristoranti","Milano","candidatura@desantismilano.it","+39 02 7209 5124","https://www.paninidesantis.it","4.4","1310"
"Il Mosto Selvatico","ristoranti","Milano","ristoranteilmostoselvatico@yahoo.it","+39 02 8940 6172","http://www.ilmostoselvatico.com","4.3","716"
"Caruso Nuovo","ristoranti","Milano","","+39 02 7231 4039","https://www.grandhoteletdemilan.it/it/bar-e-ristoranti/ristorante-caruso-nuovo.html","4.4","276"
"Quattro Mori","ristoranti","Milano","info@ristorantequattromori.it","+39 02 878483","http://www.ristorantequattromori.it","4","1233"
"Obicà Mozzarella Bar - Cusani","ristoranti","Milano","webmarketing@obica.com","+39 02 4941 6936","http://www.obica.com","4.1","1309"
"Nàpiz' Pizzeria Milano","ristoranti","Milano","","+39 02 3943 5143","https://www.instagram.com/napiz.pizzeriamilano","4.7","4275"
"Farinella Ristorante & Pizza Napoletana","ristoranti","Milano","","+39 02 8909 5084","http://www.farinellarestaurant.it","3.9","3414"
"DVCA","ristoranti","Milano","","+39 02 3674 6050","http://www.dvca.it","4.6","368"
"Ristorante Pizzeria Convivium","ristoranti","Milano","","+39 02 8646 3708","http://www.conviviumristorante.it","4.3","1390"
"Armani/Ristorante","ristoranti","Milano","","+39 02 8883 8702","https://locations.armani.com/restaurants-cafes-and-clubs/italy/armani-ristorante","4.3","191"
"Hard Rock Cafe Milan","ristoranti","Milano","info@hrcmilan.com","+39 02 5812 4970","https://cafe.hardrock.com/milan","4.2","5658"
"Bioesserì Milano Brera","ristoranti","Milano","","+39 02 8907 1052","http://www.bioesseri.it","4","1660"
"Rigolo ristorante","ristoranti","Milano","info@rigolo.it","+39 02 8646 3220","http://www.ristoranterigolo.it","4.3","619"
"Signorvino Milano","ristoranti","Milano","","+39 02 8909 5369","https://www.signorvino.com/it/negozi/lombardia/milano/milano_via_dante_13_15/B122.html%3Futm_source%3Dgoogle%26utm_medium%3Dorganic%26utm_campaign%3Dlocal%26utm_term%3DB122%26y_source%3D1_MTQ4Njg4MjYtNzE1LWxvY2F0aW9uLndlYnNpdGU%253D","4.1","3270"
"Al Matarel","ristoranti","Milano","","+39 02 654204","https://www.almatarel.it","4.3","1432"
"Mercurio Ristorante Milan Center","ristoranti","Milano","milanrestaurantsbooking@outlook.it","+39 02 805 6153","https://www.mercurioristorante.com","3.6","2471"
"Lobos - Rosticceria Latina","ristoranti","Milano","","+39 351 843 1432","https://social.quandoo.com/en/groups/lobod-and-more-company-107461","4.9","136"
"Trattoria Montina dal 1995","ristoranti","Milano","","+39 02 349 0498","http://montinatrattoria.it","4.4","566"
"Osteria del Gnocco Fritto","ristoranti","Milano","info@gnoccofrittomilano.it","+39 02 5810 0216","https://www.gnoccofrittomilano.it","4.4","3550"
"Ristorante Nuova Arena","ristoranti","Milano","ristorantenuovarena@gmail.com","+39 02 341437","https://www.nuovarena.com","4.6","370"
"Dal Bolognese Milano","ristoranti","Milano","","+39 02 6269 4845","https://milano.dalbolognese.it/%3Futm_source%3Dgooglemaps%26utm_campaign%3DLocal%26utm_medium%3Dorganic%26utm_content%3Dlink_home_gmaps","4.3","779"
"Osteria Casale","ristoranti","Milano","prenotaosteriacasale@gmail.com","+39 345 932 5814","https://www.osteriacasalemilano.it","4.1","106"
"Panzer","ristoranti","Milano","info@eatpanzer.com","+39 344 023 2864","https://www.eatpanzer.com","4.7","270"
"Pomet Food - Consolato Calabrese","ristoranti","Milano","","+39 02 7210 5356","https://www.facebook.com/pometmilan","4.5","793"
"Hong Kong Crossover","ristoranti","Milano","","+39 02 8901 0313","http://www.hkcrossover.it","4.4","321"
"Cinquantadue Milano","ristoranti","Milano","","+39 334 362 7228","http://www.cinquantaduemilano.it","4.4","240"
"Sebastian Cafè Milano","ristoranti","Milano","info@sebastiancafemilano.com","+39 02 7208 0578","https://www.sebastiancafemilano.com","3.5","553"
"A Santa Lucia","ristoranti","Milano","loading@2x.gif","+39 02 7602 3155","http://www.asantalucia.it","3.8","1832"
"Don Lisander","ristoranti","Milano","info@ristorantedonlisander.com","+39 02 7602 0130","http://ristorantedonlisander.com","4.2","774"
"God Save The Food - Brera","ristoranti","Milano","lavater@godsavethefood.it","+39 02 2222 9440","http://www.godsavethefood.it","4","2450"
"Morelli Ristorante","ristoranti","Milano","info@morellimilano.it","+39 02 8001 0918","https://morellimilano.it","4.5","37"
"Drinkiamo Bistrot","ristoranti","Milano","","+39 02 6717 6088","https://www.drinkiamobistrot.com","4.5","182"
"Locale","ristoranti","Milano","","+39 351 080 7152","http://www.localecento.it","4.7","111"
"Be Bop Ristorante Senza Glutine Milano","ristoranti","Milano","","+39 02 837 6972","https://bebopmilano.it","4.3","2351"
"Glory POP (Piazzale Cantore, Milano)","ristoranti","Milano","","+39 02 0995 3592","https://glorypop.it","4.7","321"
"Bravo Cafè&Bistrot","ristoranti","Milano","","+39 349 555 7588","http://www.bravobistrot.it","3.6","1105"
"Chery Milano Duomo | Italian Cuisine","ristoranti","Milano","","+39 347 687 9614","","4","113"
"Quore Italiano - Corso Vittore Emanuele - MILANO","ristoranti","Milano","","+39 02 3673 5412","https://www.quoreitaliano.it","3.5","1259"
"The Manzoni","ristoranti","Milano","reservations@themanzoni.com","+39 02 8909 4348","https://themanzoni.com","4.3","589"
"Locatelli Milano","ristoranti","Milano","","+39 02 875107","","4.5","225"
"Movida Restaurant&CocktailBar","ristoranti","Milano","prenotazionimovida@gmail.com","+39 02 5810 2043","http://www.spaziomovida.it","4.1","1337"
"ZAÏA","ristoranti","Milano","","+39 02 8941 5901","https://www.aethos.com/dining/milan-zaia","4.6","65"
"Pausa Your Italian Break","ristoranti","Milano","info@pausa.com","+39 02 3670 4761","http://www.pausa.com","4.6","742"
"Ristorante Trussardi","ristoranti","Milano","","+39 02 8068 8201","","4.2","321"
"Hostaria Borromei","ristoranti","Milano","","+39 02 8645 3760","","4.2","285"
"Sogni Milano","ristoranti","Milano","info@sogni.eu","+39 02 4547 2909","https://sogni.eu","4.2","454"
"Flow Milano","ristoranti","Milano","","+39 02 862971","https://prenotazioni.taac-app.com/flow","4","887"
"La Cucina dei Frigoriferi Milanesi","ristoranti","Milano","","+39 02 3966 6784","http://www.lacucinadeifrigoriferimilanesi.it","4.1","469"
"Van Bol & Feste","ristoranti","Milano","info@vanbolandfeste.com","+39 02 8909 3182","http://www.vanbolandfeste.it","3.6","1705"
"CLASSICO trattoria & cocktail","ristoranti","Milano","info@classico.bio","+39 02 4944 9135","http://www.classico.bio","3.7","832"
"Magellano Bar & Restaurant","ristoranti","Milano","info@gruppouna.it","+39 338 649 9008","https://www.unaitalianhospitality.com/it/ristoranti/magellano-bar-and-restaurant%3Fcmp%3Dgmb_magellano_bar_restaurant_link","4.6","187"
"Yokohama Sushi Restaurant","ristoranti","Milano","","+39 02 874291","https://www.sushiyokohama.it","4.5","1728"
"Ristorante Donati","ristoranti","Milano","info@ristorantedonati.it","+39 02 4331 9047","https://www.ristorantedonati.it","4","601"
"Serendepico","ristoranti","Milano","info@serendepicomilano.it","+39 379 187 2971","http://www.serendepicomilano.it","3.5","1102"
"L'Uccellina","ristoranti","Milano","info@uccellina.biz","+39 02 4800 5531","https://www.ristoranteluccellina.it","4.3","1334"
"Tajoli","ristoranti","Milano","","+39 02 534623","https://famigliatajoli.it","4.1","1884"
"Emporio Armani Caffè & Ristorante","ristoranti","Milano","","+39 02 6231 2680","https://locations.armani.com/restaurants-cafes-and-clubs/italy/emporio-armani-ristorante-milano","4.3","330"
"Organic Pizza and Food","ristoranti","Milano","organicpizzaandfood@gmail.com","+39 02 3663 2794","https://organic-milano.com","4.3","983"
